ALGORITHM & ACCURACY (SD) & F1SCORE (SD)
NSGAII & 0,93 ($\pm0,0015$) & 0,93 ($\pm0,0015$) \\
PESA2 & 0,93 ($\pm0,0015$) & 0,93 ($\pm0,0015$) \\
SPEA2 & 0,93 ($\pm0,0014$) & 0,93 ($\pm0,0013$) \\
DBEA & 0,92 ($\pm0,0032$) & 0,92 ($\pm0,0032$) \\
SMSEMOA & 0,92 ($\pm0,0056$) & 0,92 ($\pm0,0055$) \\
eMOEA & 0,92 ($\pm0,0071$) & 0,92 ($\pm0,0070$) \\
PAES & 0,86 ($\pm0,0315$) & 0,86 ($\pm0,0316$) \\
