ALGORITHM & ACCURACY (SD) & F1SCORE (SD)
NSGAII & 0,89 ($\pm0,0058$) & 0,89 ($\pm0,0064$) \\
PESA2 & 0,90 ($\pm0,0043$) & 0,90 ($\pm0,0052$) \\
SPEA2 & 0,90 ($\pm0,0031$) & 0,90 ($\pm0,0038$) \\
DBEA & 0,89 ($\pm0,0055$) & 0,89 ($\pm0,0055$) \\
SMSEMOA & 0,88 ($\pm0,0094$) & 0,88 ($\pm0,0096$) \\
eMOEA & 0,88 ($\pm0,0102$) & 0,88 ($\pm0,0102$) \\
PAES & 0,46 ($\pm0,2980$) & 0,38 ($\pm0,3823$) \\
