dataset,algorithm,accuracy,f1score
organmnist_axial,eMOEA,0.9252821803092957,0.92503821849823
organmnist_axial,eMOEA,0.9087073802947998,0.9088259935379028
organmnist_axial,eMOEA,0.9203322529792786,0.9199873805046082
organmnist_axial,eMOEA,0.9212884902954102,0.9211606383323669
organmnist_axial,eMOEA,0.9229009747505188,0.9231076836585999
organmnist_axial,eMOEA,0.9184010028839111,0.9188170433044434
organmnist_axial,eMOEA,0.9223572015762329,0.9226419925689697
organmnist_axial,eMOEA,0.9160385131835938,0.9161686301231384
organmnist_axial,eMOEA,0.9245134592056274,0.9242404103279114
organmnist_axial,eMOEA,0.9199572801589966,0.9197153449058533
