dataset,algorithm,accuracy,f1score
organmnist_axial,PESA2,0.9281883835792542,0.9279927015304565
organmnist_axial,PESA2,0.924757182598114,0.9250475764274597
organmnist_axial,PESA2,0.9284321069717407,0.9282541871070862
organmnist_axial,PESA2,0.9284321069717407,0.9282541871070862
organmnist_axial,PESA2,0.9284321069717407,0.9282541871070862
organmnist_axial,PESA2,0.9281883835792542,0.9279927015304565
organmnist_axial,PESA2,0.924757182598114,0.9250475764274597
organmnist_axial,PESA2,0.9284321069717407,0.9282541871070862
organmnist_axial,PESA2,0.9223572015762329,0.9226419925689697
organmnist_axial,PESA2,0.9284321069717407,0.9282541871070862
