dataset,algorithm,accuracy,f1score
organmnist_axial,PESA2,0.9284321069717407,0.9282541871070862
organmnist_axial,PESA2,0.9256759285926819,0.9254295229911804
organmnist_axial,PESA2,0.9266133904457092,0.9264699220657349
organmnist_axial,PESA2,0.9284321069717407,0.9282541871070862
organmnist_axial,PESA2,0.9284321069717407,0.9282541871070862
organmnist_axial,PESA2,0.9281883835792542,0.9279927015304565
organmnist_axial,PESA2,0.9241197109222412,0.9241208434104919
organmnist_axial,PESA2,0.9284321069717407,0.9282541871070862
organmnist_axial,PESA2,0.9256759285926819,0.9254295229911804
organmnist_axial,PESA2,0.9281883835792542,0.9279927015304565
